UF,PROCESSO,NOME,SUBS,FASE,AREA_HA,ULT_EVENTO,lat,lon
MT,867153/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,5388.65,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 08/01/2026,-9.7229,-56.5571
MT,867148/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,7055.46,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 14/07/2026,-9.8207,-56.3789
MT,867244/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,6212.86,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 14/07/2026,-9.525,-58.0074
MT,867259/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,9650.89,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.5375,-58.5165
MT,867265/2024,3D MINERALS LTDA,CASSITERITA,AUTORIZAÇÃO DE PESQUISA,719.84,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-9.3322,-61.1473
MT,867193/2024,3D MINERALS LTDA,MÁRMORE,REQUERIMENTO DE PESQUISA,541.94,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 24/07/2026,-15.5773,-57.9896
MT,867262/2024,3D MINERALS LTDA,FOSFATO,REQUERIMENTO DE PESQUISA,104.84,157 - REQ PESQ/DESISTÊNCIA REQUERIMENTO PESQUISA HOMOLOGADA PUBL EM 27/06/2025,-15.5662,-57.9852
MT,867264/2024,3D MINERALS LTDA,CASSITERITA,AUTORIZAÇÃO DE PESQUISA,3998.32,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/07/2026,-9.4711,-61.4122
MT,867247/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1410.89,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-9.8214,-56.6824
MT,867258/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,9798.37,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.6362,-58.3818
MT,867031/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9910.91,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 27/01/2026,-9.7324,-56.8176
MT,867042/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,8655.63,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.7324,-56.089
MT,867041/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,2190.16,249 - AUT PESQ/TRANSF DIREITOS-CESSÃO TOTAL PROTOC EM 03/09/2026,-9.6553,-55.9302
MT,867150/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,7345.55,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.2068,-58.4091
MT,867188/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,2076.77,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.2797,-58.3926
MT,867260/2024,3D MINERALS LTDA,FOSFATO,REQUERIMENTO DE PESQUISA,1578.62,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.7188,-58.0635
MT,867270/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,489.99,209 - AUT PESQ/INÍCIO DE PESQUISA COMUNICADO PROTOC EM 19/08/2026,-9.847,-56.4236
MT,867162/2024,3D MINERALS LTDA,FOSFATO,REQUERIMENTO DE PESQUISA,3828.64,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.7587,-58.1078
MT,867243/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,7493.77,278 - AUT PESQ/RENÚNCIA AUTORIZAÇÃO PESQUISA PROTOC EM 01/04/2026,-9.5653,-58.1039
MT,867245/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,3906.79,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 06/07/2026,-9.8193,-56.6243
MT,867248/2024,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,4108.84,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 07/07/2026,-9.7988,-56.4968
MT,867201/2024,3D MINERALS LTDA,MINÉRIO DE OURO,REQUERIMENTO DE PESQUISA,7177.86,135 - REQ PESQ/CUMPRIMENTO EXIGÊNCIA PROTOC EM 04/06/2025,-15.8249,-58.3416
MT,867023/2024,3D MINERALS LTDA,TERRAS RARAS,AUTORIZAÇÃO DE PESQUISA,9918.56,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 28/01/2026,-9.4617,-59.2221
MT,866964/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9908.36,278 - AUT PESQ/RENÚNCIA AUTORIZAÇÃO PESQUISA PROTOC EM 01/04/2026,-9.8226,-57.3787
MT,866962/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,7228.94,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 08/01/2026,-9.9209,-56.4477
MT,867246/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,0.19,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.5037,-56.6906
MT,866963/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,9908.23,278 - AUT PESQ/RENÚNCIA AUTORIZAÇÃO PESQUISA PROTOC EM 01/04/2026,-9.8226,-57.2882
MT,867244/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,101.67,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.4288,-56.7902
MT,867246/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,1513.54,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.5268,-56.7394
MT,867248/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,198.87,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-9.6518,-56.0786
MT,867247/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,309.77,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.6222,-56.6715
MT,867244/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,1700.7,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.4404,-56.8083
MT,867245/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,1296.24,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.4642,-56.7331
MT,867245/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,450.22,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.4753,-56.7517
MT,867247/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,93.77,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.6154,-56.6876
MT,867245/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,0.04,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.4404,-56.7813
MT,867247/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,40.07,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.5924,-56.6924
MT,867250/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,232.03,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 05/01/2026,-9.6492,-55.5883
MT,867246/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,REQUERIMENTO DE PESQUISA,621.98,100 - REQ PESQ/REQUERIMENTO PESQUISA PROTOC EM 07/10/2025,-9.5676,-56.7212
MT,867243/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1051.81,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 02/07/2026,-9.2892,-57.4551
MT,867249/2025,3D MINERALS LTDA,MINÉRIO DE COBRE,AUTORIZAÇÃO DE PESQUISA,1716.73,264 - AUT PESQ/TAH - PAGAMENTO EFETUADO EM 03/07/2026,-9.6243,-55.694
MT,867251/2024,3D MINERALS LTDA,OURO,REQUERIMENTO DE PESQUISA,6683.86,131 - REQ PESQ/EXIGÊNCIA PUBL EM 30/07/2026,-15.4009,-58.3598
PB,846360/2024,3D MINERALS LTDA,GRANITO,REQUERIMENTO DE LAVRA,771.41,2805 - REQ LAV/EXIGÊNCIA PRAZO OFÍCIO PUBL EM 24/08/2026,-6.8546,-36.957
